#hg17.kgXref.kgID	hg17.kgXref.geneSymbol	hg17.knownToLocusLink.value
BC029149	BC029149	n/a
BC029158	ABCG1	9619
BC029174	ALS2	57679
BC029202	BC029202	63946
BC029224	BC029224	146849
BC029228	YPEL4	219539
BC029245	BC029245	254050
BC029272	BC029272	23245
BC029359	BC029359	79823
BC029360	SUV39H2	79723
BC029395	BC029395	10200
BC029396	BC029396	10040
BC029399	BC029399	229
BC029406	BC029406	284
BC029423	BC029423	401505
BC029439	BC029439	9204
BC029451	BC029451	23029
BC029465	BC029465	n/a
BC029477	BC029477	23301
BC029480	BC029480	n/a
BC029491	BC029491	57107
BC029495	BC029495	9098
BC029496	BC029496	5802
BC029502	BC029502	130162
BC029502	BC029502	130162
BC029509	C21orf55	54943
BC029520	BC029520	151525
BC029524	BC029524	201134
BC029526	BC029526	n/a
BC029532	BC029532	134187
BC029541	BC029541	137994
BC029544	C10orf98	n/a
BC029554	BC029554	51266
BC029560	BC029560	n/a
BC029562	BC029562	n/a
BC029580	BC029580	n/a
BC029604	BC029604	152559
BC029605	BC029605	143425
BC029608	BC029608	253260
BC029609	BC029609	n/a
BC029611	BC029611	65062
BC029617	BC029617	5034
BC029617	BC029617	5034
BC029657	BC029657	221468
BC029660	BC029660	n/a
BC029662	C20orf142	n/a
BC029687	BC029687	64858
BC029752	BC029752	25946
BC029778	FOXI1	2299
BC029781	BC029781	717
BC029785	BC029785	n/a
BC029796	BC029796	n/a
BC029799	BC029799	63947
BC029811	BC029811	147872
BC029828	BC029828	2583
BC029832	BC029832	79699
BC029836	BC029836	9491
BC029861	BC029861	n/a
BC029868	BC029868	83891
BC029869	BC029869	956
BC029877	BC029877	n/a
BC029891	BC029891	22797
BC029908	BC029908	26526
BC029917	BC029917	118788
BC029918	BC029918	283629
BC029923	BC029923	9314
BC029926	BC029926	85360
BC029926	BC029926	85360
BC030005	BC030005	79772
BC030006	C20orf132	140699
BC030007	BRD1	23774
BC030020	BC030020	57696
BC030023	BC030023	n/a
BC030027	BC030027	2775
BC030058	BC030058	8458
BC030104	BC030104	256130
BC030111	BC030111	n/a
BC030137	CRI2	163126
BC030139	BC030139	65083
BC030139	BC030139	65083
BC030139	BC030139	65083
BC030140	BC030140	80148
BC030141	BC030141	57549
BC030144	MRPL19	9801
BC030146	BC030146	80004
BC030146	BC030146	80004
BC030194	BC030194	283234
BC030194	BC030194	283234
BC030196	RBM11	54033
BC030198	BC030198	3680
BC030200	BC030200	n/a
BC030201	CABP1	9478
BC030206	BC030206	4327
BC030210	BC030210	974
BC030214	BC030214	8189
BC030224	BC030224	962
BC030230	BC030230	212
BC030230	BC030230	212
BC030232	BC030232	84247
BC030232	BC030232	84247
BC030237	BC030237	5003
BC030242	BC030242	219743
BC030246	BC030246	84179
BC030248	BC030248	64428
BC030253	BC030253	2947
BC030261	BC030261	7673
BC030267	ATP13A2	23400
BC030274	BC030274	28990
BC030275	BC030275	51542
BC030275	BC030275	51542
BC030280	KIAA0513	9764
BC030281	BC030281	n/a
BC030507	BC030507	1997
BC030509	BC030509	54441
BC030516	BC030516	55132
BC030520	BC030520	n/a
BC030524	CLDN19	149461
BC030525	BC030525	n/a
BC030528	BC030528	54462
BC030535	BC030535	n/a
BC030536	BC030536	83692
BC030537	BC030537	23175
BC030538	BC030538	79974
BC030539	BC030539	94104
BC030542	BC030542	64747
BC030553	SPHK1	8877
BC030555	BC030555	91452
BC030555	BC030555	91452
BC030556	PIAS3	10401
BC030557	BC030557	55088
BC030558	C9orf7	11094
BC030565	C10orf6	55719
BC030568	BC030568	n/a
BC030578	EIF4G3	8672
BC030580	BC030580	29068
BC030586	BC030586	8027
BC030587	BC030587	8395
BC030590	RBBP8	5932
BC030597	BC030597	11277
BC030602	MYO1D	4642
BC030603	ARMC2	84071
BC030603	BC030603	84071
BC030608	BC030608	127435
BC030608	BC030608	127435
BC030641	BC030641	158747
BC030643	BC030643	135886
BC030651	BC030651	340351
BC030654	BC030654	91833
BC030658	ZNF23	7571
BC030687	BC030687	24149
BC030688	BC030688	54878
BC030692	ELAVL2	1993
BC030694	MYCL1	4610
BC030695	CENPC1	1060
BC030698	ADAM32	203102
BC030702	BC030702	79648
BC030703	DDHD1	80821
BC030706	PRKD3	23683
BC030716	BC030716	25896
BC030716	BC030716	25896
BC030767	BC030767	n/a
BC030775	BC030775	51752
BC030777	BC030777	10600
BC030778	BC030778	26751
BC030781	BC030781	54823
BC030783	BC030783	57678
BC030789	BC030789	57169
BC030804	BC030804	64418
BC030808	ZFYVE16	9765
BC030810	BC030810	7773
BC030811	KLF4	9314
BC030811	BC030811	9314
BC030812	BC030812	9507
BC030813	IGKC	n/a
BC030814	BC030814	n/a
BC030816	BC030816	n/a
BC030817	BC030817	n/a
BC030825	BC030825	84067
BC030948	BC030948	56670
BC030949	BC030949	5781
BC030952	BC030952	65084
BC030954	BC030954	7982
BC030956	BC030956	2792
BC030963	BC030963	3070
BC030970	BC030970	91614
BC030977	BC030977	8671
BC030978	BC030978	6582
BC030983	BC030983	n/a
BC030990	BC030990	23390
BC030991	BC030991	n/a
BC030997	BC030997	196074
BC031010	SMYD3	64754
BC031021	BC031021	55353
BC031038	KCTD17	79734
BC031041	BC031041	64799
BC031042	BC031042	64097
BC031045	BC031045	54766
BC031056	TCF4	6925
BC031057	RCHY1	25898
BC031060	BC031060	143689
BC031063	BC031063	285313
BC031063	BC031063	285313
BC031064	BC031064	158326
BC031065	BC031065	64693
BC031068	AADAT	51166
BC031073	BC031073	57097
BC031074	BC031074	54956
BC031089	BC031089	221154
BC031099	BC031099	113828
BC031108	BC031108	n/a
BC031213	BC031213	3670
BC031214	ARNTL	406
BC031222	BC031222	153443
BC031227	BC031227	126248
BC031228	BC031228	n/a
BC031245	BC031245	157773
BC031246	BC031246	55795
BC031247	BC031247	159989
BC031256	BC031256	152559
BC031260	BC031260	169166
BC031285	BC031285	222235
BC031300	C21orf2	755
BC031300	C21orf2	755
BC031329	BC031329	79713
BC031332	BC031332	4705
BC031355	BC031355	11279
BC031399	BC031399	79369
BC031427	PITPNB	23760
BC031469	BC031469	n/a
BC031518	BC031518	80206
BC031520	BC031520	79682
BC031522	BC031522	2073
BC031525	BC031525	5788
BC031550	BC031550	55716
BC031551	BC031551	n/a
BC031560	BC031560	3613
BC031567	BC031567	161198
BC031570	BC031570	203054
BC031600	BC031600	286256
BC031603	BC031603	130540
BC031606	PEX7	5191
BC031608	BC031608	55758
BC031618	BC031618	222389
BC031620	BC031620	399979
BC031622	TSC22D4	81628
BC031624	RPGR	6103
BC031626	BC031626	26149
BC031630	BC031630	79956
BC031631	CFLP1	n/a
BC031632	BC031632	n/a
BC031635	BC031635	n/a
BC031635	BC031635	n/a
BC031637	BC031637	55236
BC031641	BC031641	n/a
BC031645	BC031645	909
BC031649	BC031649	388695
BC031651	POMT2	29954
BC031653	GPR17	2840
BC031654	FAM53B	9679
BC031655	BC031655	9473
BC031671	BC031671	284427
BC031671	BC031671	284427
BC031674	C20orf26	26074
BC031676	BC031676	n/a
BC031682	BC031682	79171
BC031688	TEKT3	64518
BC031812	BC031812	55515
BC031821	SCRN3	79634
BC031827	BC031827	n/a
BC031828	BC031828	3796
BC031830	BC031830	114792
BC031830	BC031830	114792
BC031837	BC031837	56126
BC031862	BC031862	55693
BC031871	CSMD2	114784
BC031945	C2orf19	n/a
BC031958	BC031958	n/a
BC031990	BC031990	n/a
BC031995	BC031995	3120
BC031997	BC031997	151516
BC031999	BC031999	3283
BC032007	BC032007	53346
BC032019	BC032019	n/a
BC032035	BC032035	n/a
BC032095	BC032095	8824
BC032097	BC032097	138311
BC032100	DNAJA3	9093
BC032118	BC032118	n/a
BC032124	BRD3	8019
BC032128	BC032128	10212
BC032131	MT1L	4501
BC032133	BC032133	26519
BC032139	BC032139	50809
BC032143	BC032143	26127
BC032219	BC032219	283987
BC032220	BC032220	57674
BC032220	BC032220	57674
BC032221	BC032221	9692
BC032222	ARHGAP25	9938
BC032226	BC032226	5153
BC032227	ZFYVE16	9765
BC032229	AXL	558
BC032230	BPI	671
BC032235	KCNE3	10008
BC032237	BC032237	1121
BC032241	BC032241	55024
BC032246	BC032246	51710
BC032248	BC032248	n/a
BC032296	BC032296	114908
BC032302	BC032302	55757
BC032303	BC032303	57698
BC032307	BC032307	84902
BC032311	BC032311	80183
BC032312	BC032312	84897
BC032322	CYP51A1	1595
BC032323	BC032323	80308
BC032325	TXNDC10	54495
BC032332	BC032332	55251
BC032334	BC032334	57157
BC032347	BC032347	n/a
BC032362	BC032362	54209
BC032370	BC032370	23530
BC032372	BC032372	9649
BC032376	BC032376	79960
BC032379	BC032379	129787
BC032382	BC032382	n/a
BC032393	BC032393	81790
BC032396	BC032396	157378
BC032398	ATP6V0A1	535
BC032400	BC032400	79786
BC032406	BC032406	79819
BC032412	BC032412	n/a
BC032416	BC032416	23524
BC032419	BC032419	159090
BC032420	BC032420	n/a
BC032429	BC032429	89846
BC032432	BC032432	5361
BC032451	IGKC	n/a
BC032452	IGLC1	n/a
BC032454	BC032454	10806
BC032456	BC032456	79670
BC032461	BC032461	257415
BC032462	BC032462	51699
BC032474	TIRAP	114609
BC032477	BC032477	147798
BC032478	MAP2K3	5606
BC032482	BC032482	126823
BC032485	BC032485	150209
BC032491	UBE2L6	9246
BC032498	BC032498	5549
BC032501	BC032501	2516
BC032518	BC032518	901
BC032522	BC032522	57129
BC032525	BC032525	55676
BC032532	BC032532	8028
BC032538	BC032538	55133
BC032542	BC032542	197258
BC032548	BC032548	1380
BC032551	PLAA	9373
BC032553	BC032553	55250
BC032559	BC032559	10458
BC032563	BC032563	23332
BC032567	BC032567	22829
BC032569	BC032569	n/a
BC032571	BC032571	80230
BC032575	ZNF200	7752
BC032576	BC032576	55536
BC032581	BC032581	64072
BC032584	BC032584	6472
BC032593	BC032593	83937
BC032597	BC032597	23327
BC032598	BC032598	374354
BC032600	BC032600	23064
BC032619	BC032619	57556
BC032619	BC032619	57556
BC032619	BC032619	57556
BC032619	SEMA6A	57556
BC032620	KLHL18	23276
BC032622	BC032622	23064
BC032630	BC032630	24139
BC032632	BC032632	84948
BC032637	BC032637	10193
BC032638	MBD2	8932
BC032643	SYNCRIP	10492
BC032656	BC032656	6934
BC032656	TCF7L2	6934
BC032657	TLK1	9874
BC032661	BC032661	25852
BC032661	BC032661	25852
BC032663	BC032663	5366
BC032668	BC032668	93134
BC032672	BC032672	84329
BC032673	BC032673	9709
BC032687	BC032687	79675
BC032690	TDRKH	11022
BC032692	CPXM	56265
BC032693	GP2	2813
BC032706	BC032706	221416
BC032708	TBL1X	6907
BC032710	BC032710	55074
BC032714	BC032714	7287
BC032715	BC032715	27241
BC032733	BC032733	n/a
BC032735	BC032735	5936
BC032744	BC032744	93973
BC032762	BC032762	10133
BC032771	BC032771	441024
BC032779	BC032779	51272
BC032786	DDO	8528
BC032799	ANKRD7	56311
BC032802	BC032802	83882
BC032805	BC032805	n/a
BC032809	BC032809	284306
BC032815	BC032815	125113
BC032822	BC032822	57669
BC032825	BC032825	6456
BC032839	IFIT2	3433
BC032846	DPPA4	55211
BC032850	BC032850	1497
BC032855	BC032855	84656
BC032856	BC032856	118491
BC032858	TTK	7272
BC032870	BC032870	460
BC032889	BC032889	81602
BC032919	BC032919	55239
BC032941	EIF4ENIF1	56478
BC032942	BC032942	79807
BC032947	BC032947	8776
BC032948	BC032948	284361
BC032954	BC032954	5522
BC032958	BC032958	n/a
BC032999	BC032999	50640
BC032999	BC032999	50640
BC033000	BC033000	55761
BC033000	BC033000	55761
BC033000	BC033000	55761
BC033001	BC033001	9728
BC033020	BC033020	n/a
BC033025	BC033025	84513
BC033036	BC033036	55107
BC033039	LGR4	55366
BC033066	BC033066	26233
BC033073	BC033073	5239
BC033078	BC033078	54963
BC033081	BC033081	53916
BC033082	BC033082	n/a
BC033085	TESK2	10420
BC033086	BC033086	6941
BC033088	BC033088	4000
BC033091	BC033091	9481
BC033094	BC033094	8518
BC033102	BC033102	n/a
BC033107	BC033107	56241
BC033121	BC033121	157680
BC033126	BC033126	n/a
BC033143	BC033143	126695
BC033151	BC033151	26048
BC033153	BC033153	286133
BC033154	BC033154	91687
BC033159	BC033159	22826
BC033167	CABP4	57010
BC033173	BC033173	256933
BC033181	BC033181	91010
BC033184	BC033184	n/a
BC033193	BC033193	255043
BC033196	BC033196	283229
BC033209	BC033209	90381
BC033211	BC033211	493829
BC033219	BC033219	7798
BC033222	BC033222	n/a
BC033223	BC033223	n/a
BC033233	BC033233	80725
BC033237	BC033237	n/a
BC033239	BC033239	144100
BC033245	BC033245	1440
BC033253	BC033253	n/a
BC033290	OLIG1	116448
BC033292	BC033292	152028
BC033310	BC033310	9615
BC033437	FAM31C	79958
BC033453	BC033453	60625
BC033489	BC033489	158297
BC033491	BC033491	161931
BC033495	ANKMY1	51281
BC033515	BC033515	256586
BC033522	RELA	5970
BC033532	BC033532	n/a
BC033540	BC033540	51514
BC033540	BC033540	51514
BC033559	BC033559	4735
BC033563	BC033563	284076
BC033577	BC033577	50801
BC033582	BC033582	n/a
BC033613	BC033613	9814
BC033615	BC033615	n/a
BC033616	BC033616	26509
BC033622	IMPDH1	3614
BC033627	BC033627	4308
BC033628	BC033628	10469
BC033642	ZNF180	7733
BC033643	BC033643	n/a
BC033656	BC033656	632
BC033657	PHKB	5257
BC033666	BC033666	84904
BC033668	BC033668	79822
BC033670	BC033670	414059
BC033675	TGDS	23483
BC033681	BC033681	146556
BC033685	CCBL1	883
BC033686	BC033686	57171
BC033687	BC033687	123263
BC033689	MARVELD2	153562
BC033692	HMGCR	3156
BC033697	BC033697	4920
BC033707	BC033707	10712
BC033708	BC033708	9649
BC033710	BC033710	10646
BC033712	BC033712	23102
BC033718	C21orf106	23181
BC033728	BC033728	129685
BC033733	BC033733	11131
BC033734	BC033734	256957
BC033735	PCDHA5	56143
BC033740	BC033740	7148
BC033750	RBMX2	51634
BC033755	BC033755	923
BC033758	CENTA2	55803
BC033762	BC033762	56652
BC033770	BC033770	80205
BC033772	BC033772	7266
BC033772	DNAJC7	7266
BC033775	BC033775	131474
BC033777	ALS2CR8	79800
BC033781	BC033781	22976
BC033785	SFRS1	6426
BC033786	BC033786	152006
BC033786	RNF38	152006
BC033786	BC033786	152006
BC033790	BC033790	149499
BC033791	BC033791	165918
BC033795	BC033795	150737
BC033804	BC033804	10060
BC033805	BC033805	10864
BC033806	BC033806	1188
BC033812	BC033812	375593
BC033817	BC033817	11168
BC033819	BC033819	57863
BC033819	BC033819	57863
BC033823	BC033823	5611
BC033827	BC033827	3123
BC033830	AZGP1	563
BC033838	BC033838	60677
BC033839	BC033839	n/a
BC033842	BC033842	57509
BC033843	BC033843	64430
BC033843	BC033843	64430
BC033851	BC033851	83786
BC033854	BC033854	83445
BC033864	BC033864	586
BC033872	FCER1G	2207
BC033880	BC033880	23200
BC033881	BC033881	91419
BC033882	BC033882	374768
BC033889	BC033889	2017
BC033891	BC033891	80063
BC033894	BC033894	9990
BC033894	SLC12A6	9990
BC033895	BC033895	150350
BC033895	BC033895	150350
BC033896	AK5	26289
BC033899	GLIS3	169792
BC033904	BC033904	6529
BC033905	ARHGEF7	8874
BC033906	BC033906	160897
BC033909	BC033909	401285
BC033920	BC033920	56834
BC033925	BC033925	6464
BC034001	BC034001	118429
BC034014	BC034014	146330
BC034019	BC034019	9079
BC034024	BC034024	n/a
BC034028	BC034028	81858
BC034030	TNMD	64102
BC034033	BC034033	138199
BC034035	BC034035	26249
BC034052	BC034052	147906
BC034141	IGKC	n/a
BC034142	IGKC	n/a
BC034149	BC034149	6188
BC034222	BC034222	117245
BC034228	BC034228	132141
BC034236	BC034236	n/a
BC034280	BC034280	10867
BC034287	BC034287	283849
BC034318	CUL1	8454
BC034327	BC034327	80726
BC034350	BC034350	765
BC034353	BC034353	93109
BC034378	BC034378	9349
BC034384	BC034384	55867
BC034395	DPYS	1807
BC034398	L3MBTL	26013
BC034398	L3MBTL	26013
BC034417	BC034417	80122
BC034418	BC034418	n/a
BC034422	BC034422	541468
BC034430	PPP1R12B	4660
BC034432	BC034432	284161
BC034459	BC034459	148646
BC034477	BC034477	9583
BC034479	PGBD3	267004
BC034481	BC034481	594
BC034493	BC034493	3840
BC034493	BC034493	3840
BC034494	BC034494	26039
BC034499	BC034499	n/a
BC034511	PAK4	10298
BC034528	BC034528	5271
BC034589	BC034589	23065
BC034607	BC034607	259266
BC034614	BC034614	91653
BC034629	BC034629	147719
BC034671	CEACAM5	1048
BC034702	PECI	10455
BC034702	BC034702	10455
BC034713	BC034713	54431
BC034718	BC034718	2037
BC034740	BC034740	56302
BC034752	C9orf62	n/a
BC034766	BC034766	51161
BC034784	BC034784	10771
BC034801	BC034801	131540
BC034809	BC034809	144717
BC034814	BC034814	55503
BC034821	C10orf94	93426
BC034822	BC034822	n/a
BC034824	BC034824	19
BC034828	BC034828	118611
BC034911	BC034911	4638
BC034914	BC034914	9236
BC034918	C9orf45	81571
BC034937	BC034937	159491
BC034943	TRIM45	80263
BC034948	SLC6A16	28968
BC034950	BC034950	29110
BC034956	SPTAN1	6709
BC034957	ADAM2	2515
BC034961	ENPP2	5168
BC034972	BC034972	84066
BC034976	BC034976	133482
BC034982	BC034982	57531
BC034983	BC034983	84253
BC034998	P4HA1	5033
BC035005	BC035005	55783
BC035011	BC035011	138009
BC035012	BC035012	133688
BC035014	BC035014	23386
BC035018	BC035018	n/a
BC035021	BC035021	162333
BC035022	BC035022	202500
BC035023	BC035023	126014
BC035028	SERPIND1	3053
BC035037	BC035037	151556
BC035038	BC035038	79870
BC035040	BC035040	54762
BC035041	BC035041	55035
BC035059	KCNA3	3738
BC035059	BC035059	3738
BC035077	BC035077	114826
BC035079	BC035079	26009
BC035083	BC035083	154313
BC035083	BC035083	154313
BC035118	BC035118	221074
BC035128	MXI1	4601
BC035132	BC035132	79896
BC035132	BC035132	79896
BC035137	THRA	7067
BC035143	BC035143	200765
BC035143	BC035143	200765
BC035152	BC035152	n/a
BC035162	BC035162	148229
BC035246	BC035246	n/a
BC035282	CHST4	10164
BC035285	BC035285	n/a
BC035288	BC035288	146802
BC035297	RFC1	5981
BC035307	BC035307	23550
BC035310	BC035310	134285
BC035312	BC035312	84663
BC035325	BC035325	55813
BC035364	FGD5	152273
BC035365	SIGLEC9	27180
BC035371	BC035371	29060
BC035372	BC035372	283987
BC035403	BC035403	79640
BC035404	BC035404	5747
BC035499	BC035499	22948
BC035500	BC035500	160622
BC035501	BC035501	23254
BC035501	BC035501	23254
BC035512	BC035512	151790
BC035514	TEK	7010
BC035516	BC035516	64925
BC035554	BC035554	9793
BC035570	ELN	2006
BC035572	EVI2A	2123
BC035577	BC035577	9742
BC035578	STK24	8428
BC035582	TRIM22	10346
BC035592	BC035592	n/a
BC035596	PAK6	56924
BC035598	SH3GL3	6457
BC035601	BC035601	55841
BC035604	C9orf97	158427
BC035604	BC035604	158427
BC035604	BC035604	158427
BC035608	BC035608	22795
BC035615	BC035615	n/a
BC035622	AP4S1	11154
BC035625	EGR2	1959
BC035626	BC035626	8328
BC035634	BC035634	221476
BC035636	BC035636	54518
BC035654	NR1H4	9971
BC035655	BC035655	152992
BC035658	BC035658	11144
BC035666	BC035666	n/a
BC035672	BC035672	23127
BC035680	BC035680	n/a
BC035687	BC035687	2330
BC035696	BC035696	389835
BC035698	BC035698	80304
BC035701	DUSP3	1845
BC035714	BC035714	1588
BC035719	BC035719	1
BC035721	BC035721	92170
BC035725	SYTL1	84958
BC035732	C10orf67	256815
BC035739	BC035739	84871
BC035743	BC035743	255220
BC035744	BC035744	51496
BC035744	BC035744	51496
BC035747	BC035747	7355
BC035761	SEC24D	9871
BC035763	BC035763	149371
BC035774	BC035774	n/a
BC035782	TNK1	8711
BC035796	BC035796	55504
BC035807	BC035807	22858
BC035808	BC035808	n/a
BC035808	KIAA1543	n/a
BC035812	PCDH1	5097
BC035813	P4HA2	8974
BC035817	BC035817	55337
BC035837	HAS1	3036
BC035850	C2orf28	51374
BC035853	ETV7	51513
BC035870	MIPOL1	145282
BC035875	BC035875	n/a
BC035876	BC035876	n/a
BC035878	BC035878	6518
BC035882	C20orf42	55612
BC035900	BC035900	284129
BC035912	BC035912	n/a
BC035914	BC035914	n/a
BC035935	BC035935	51321
BC035938	MOG	4340
BC035960	BC035960	5800
BC035961	BC035961	81926
BC035967	BC035967	54931
BC035967	RG9MTD1	54931
BC035968	CLIC5	53405
BC035973	BC035973	9390
BC035974	DHX15	1665
BC035975	BC035975	7369
BC035978	BC035978	525
BC036012	TRIM37	4591
BC036016	BC036016	56159
BC036016	BC036016	56159
BC036020	ZDHHC13	54503
BC036034	BC036034	1902
BC036035	BC036035	170506
BC036038	BC036038	219749
BC036039	ZNF618	n/a
BC036046	PLRG1	5356
BC036053	BC036053	57639
BC036056	BC036056	n/a
BC036071	BC036071	1996
BC036075	BC036075	54810
BC036078	BC036078	55532
BC036083	BC036083	6538
BC036088	BC036088	4685
BC036089	BC036089	4300
BC036094	BC036094	2543
BC036099	BC036099	9915
BC036102	BC036102	30815
BC036103	BC036103	1756
BC036109	BC036109	79048
BC036113	BC036113	129563
BC036116	BC036116	9650
BC036116	BC036116	9650
BC036120	FBXL15	n/a
BC036123	SMAP1	60682
BC036183	BC036183	51555
BC036189	DLX1	1745
BC036200	BC036200	163882
BC036205	BC036205	79905
BC036205	BC036205	79905
BC036213	BC036213	164395
BC036221	BC036221	158055
BC036230	C9orf122	n/a
BC036231	BC036231	55184
BC036233	BC036233	144406
BC036246	BC036246	144577
BC036263	BC036263	n/a
BC036301	BC036301	201931
BC036305	BC036305	26205
BC036319	PDE4D	5144
BC036327	PLD3	23646
BC036335	BC036335	84464
BC036346	CCNA1	8900
BC036349	BC036349	55064
BC036351	BC036351	79846
BC036365	BC036365	79949
BC036372	BC036372	7750
BC036381	BC036381	9887
BC036391	CUGBP2	10659
BC036391	BC036391	10659
BC036445	BC036445	176
BC036446	BC036446	113835
BC036455	BC036455	92979
BC036456	BC036456	205327
BC036465	BC036465	51360
BC036475	BC036475	91748
BC036492	BC036492	114793
BC036495	BC036495	4324
BC036498	BC036498	9782
BC036504	BC036504	169436
BC036518	GALC	2581
BC036520	BC036520	23042
BC036526	BC036526	143888
BC036529	EPC1	80314
BC036529	EPC1	80314
BC036539	BC036539	26095
BC036543	BC036543	10316
BC036549	BC036549	148808
BC036553	C6orf204	387119
BC036556	C21orf18	54093
BC036557	BC036557	n/a
BC036569	CNTN1	1272
BC036604	BC036604	257054
BC036604	BC036604	257054
BC036636	LEMD1	93273
BC036647	BC036647	80217
BC036650	BC036650	9892
BC036653	PAPOLB	56903
BC036655	BC036655	6764
BC036663	BC036663	n/a
BC036669	BC036669	84570
BC036672	BC036672	55852
BC036672	BC036672	55852
BC036672	BC036672	55852
BC036699	BC036699	n/a
BC036705	BC036705	27090
BC036710	BC036710	117246
BC036714	ZNF20	7568
BC036723	FCGR3A	2214
BC036731	BC036731	9841
BC036733	KLF15	28999
BC036753	BC036753	57168
BC036758	BC036758	n/a
BC036762	BC036762	n/a
BC036765	ZNF396	252884
BC036767	BC036767	158787
BC036769	BC036769	53834
BC036769	BC036769	53834
BC036771	BC036771	257194
BC036772	BC036772	114928
BC036782	CUGBP1	10658
BC036786	BC036786	1005
BC036787	CTF1	1489
BC036788	BC036788	9358
BC036788	BC036788	9358
BC036797	ADRBK2	157
BC036800	BC036800	128061
BC036804	C9orf95	54981
BC036806	BC036806	1842
BC036809	ARHGEF10	9639
BC036812	GALNTL1	n/a
BC036817	FKBP6	8468
BC036819	BC036819	150465
BC036832	BC036832	400931
BC036834	BC036834	116154
BC036839	MOCS1	4337
BC036846	BC036846	260429
